Audi,Audi A7,17/06/15,--,(2) SPORTBACK 1.8 TFSI 190 AMBIENTE S TRONIC7,5,Essence,190,Auto. à 7 rapports
Audi,Audi A7,17/06/15,--,(2) SPORTBACK 1.8 TFSI 190 AVUS S TRONIC7,5,Essence,190,Auto. à 7 rapports
Audi,Audi A7,17/06/15,--,(2) SPORTBACK 1.8 TFSI 190 S LINE S TRONIC7,5,Essence,190,Auto. à 7 rapports
Audi,Audi A7,13/06/14,--,(2) SPORTBACK 2.0 TFSI 252 AMBIENTE S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,13/06/14,--,(2) SPORTBACK 2.0 TFSI 252 AMBITION LUXE S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,13/06/14,--,(2) SPORTBACK 2.0 TFSI 252 AVUS S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,23/04/15,--,(2) SPORTBACK 2.0 TFSI 252 QUATTRO AMBI LUXE S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,23/04/15,--,(2) SPORTBACK 2.0 TFSI 252 QUATTRO AMBIENTE S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,23/04/15,--,(2) SPORTBACK 2.0 TFSI 252 QUATTRO AVUS S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,23/04/15,--,(2) SPORTBACK 2.0 TFSI 252 QUATTRO S LINE S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,13/06/14,--,(2) SPORTBACK 2.0 TFSI 252 S LINE S TRONIC 7,5,Essence,252,Auto. à 7 rapports
Audi,Audi A7,30/06/14,--,(2) SPORTBACK V6 3.0 BITDI 320 AMBIENTE QUATTRO TIPTRONIC 8,5,Diesel,320,Auto. à 8 rapports
Audi,Audi A7,30/06/14,--,(2) SPORTBACK V6 3.0 BITDI 320 AMBITION LUXE QUATTRO TIPTRONIC 8,5,Diesel,320,Auto. à 8 rapports
Audi,Audi A7,30/06/14,--,(2) SPORTBACK V6 3.0 BITDI 320 AVUS QUATTRO TIPTRONIC 8,5,Diesel,320,Auto. à 8 rapports
Audi,Audi A7,30/06/14,--,(2) SPORTBACK V6 3.0 BITDI 320 S LINE QUATTRO TIPTRONIC 8,5,Diesel,320,Auto. à 8 rapports
Audi,Audi A7,01/08/14,--,(2) SPORTBACK V6 3.0 BITDI 326 COMPETITION QUATTRO TIPTRONIC 8,5,Diesel,326,Auto. à 8 rapports
Audi,Audi A7,30/06/14,--,(2) SPORTBACK V6 3.0 TDI 218 AMBIENTE QUATTRO S TRONIC 7,5,Diesel,218,Auto. à 7 rapports
Audi,Audi A7,30/06/14,--,(2) SPORTBACK V6 3.0 TDI 218 AMBITION LUXE QUATTRO S TRONIC 7,5,Diesel,218,Auto. à 7 rapports
